Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
571197,Puck of Pook's Hill,Rudyard Kipling,"Kipling, Rudyard",Arthur Rackham,"=""048645147X""","=""9780486451473""",0,3.85,Dover,Paperback,288,2006,1906,,2024/10/31,to-look-into,to-look-into (#132),to-look-into,,,,0,0
1479288,Oliver Twist (Great Illustrated Classics ),Marian Leighton,"Leighton, Marian","Ric Estrada, Charles Dickens","=""0866119566""","=""9780866119566""",0,4.03,Baronet Books,Hardcover,240,1989,,,2020/06/17,,,read,,,,1,0
1319,The War of Art,Steven Pressfield,"Pressfield, Steven",Robert McKee,"=""0446691437""","=""9780446691437""",5,3.98,Warner Books,Paperback,168,2003,2002,2023/04/05,2022/04/20,writing,writing (#9),read,"This was the most actually motivating motivational book I have ever read. It really lit a fire under me. And that is quite remarkable; normally anything remotely motivational makes me vomit. But this book, this book.<br/><br/>The author names and defines Resistance. The thing that holds you back from writing. The thing that is endlessly creative, endlessly stubborn, that wants nothing more than for you to not write. Or not to whatever the great important thing is that you are meant to do. <br/><br/>In fact, while this book is superficially about writing, this book really has nothing to do with writing, and everything to do with the fact that anything worth doing is hard. If you don’t have resistance, then that means what you’re doing doesn’t matter. Only things that really matter have resistance. For you it could be painting, founding a non-profit, raising whole and healthy children, overcoming an addiction, engineering an invention, any number of things, but one thing is certain: it will be hard.<br/><br/>This book is written in many chapters and each chapter is one single page. The chapters are topics or vignettes or examples, each bite-sized but powerful. It’s perfect to read one chapter a day and get yourself motivated to go write! Put your butt in the seat and do it!<br/><br/>I feel like this book is actually, in my experience, the single most important book for a writer. You have to name the problem and visualize the enemy in order to get focused and intentional and overcome that enemy. Before reading this book and naming that enemy, I constantly floundered with procrastinating writing. After, everything changed. Not saying I don’t have my days, but…really. It was a huge mindset shift. I plan to re-read this book every year. I also bought an extra copy and gave it to an aspiring writer friend of mine who’s going through a hard time.<br/><br/>Don’t do it because it’s easy, my friend…do it because it’s hard.",,,1,0
211081101,"The Bridge Kingdom (The Bridge Kingdom, #1)",Danielle L. Jensen,"Jensen, Danielle L.",,"=""0593975189""","=""9780593975183""",0,4.04,Del Rey,Paperback,430,2024,2018,,2024/10/23,to-look-into,to-look-into (#131),to-look-into,,,,0,0
203166776,Overstaying,Ariane Koch,"Koch, Ariane",Damion Searls,"=""1948980193""","=""9781948980197""",0,3.55,"Dorothy, a publishing project",Paperback,176,2024,2021,,2024/10/22,"to-read, modern-literary-fiction","to-read (#778), modern-literary-fiction (#68)",to-read,,,,0,0
36168265,Rebel Seoul,Axie Oh,"Oh, Axie",,"=""1620143011""","=""9781620143018""",0,3.87,Tu Books,Kindle Edition,387,2017,2017,,2023/07/30,"cyberpunk, non-western-fiction, to-read","cyberpunk (#2), non-western-fiction (#44), to-read (#777)",to-read,,,,0,0
139546869,Zodiac by Romina Russell (2014-12-09),Romina Russell,"Russell, Romina",,"=""""","=""""",0,3.71,Razorbill; 1 edition (2014-12-09),Hardcover,0,1800,2014,,2023/07/30,decided-not-to-read,decided-not-to-read (#29),decided-not-to-read,,,,0,0
8935689,"Consider Phlebas (Culture, #1)",Iain M. Banks,"Banks, Iain M.",,"=""1857231384""","=""9781857231380""",3,3.85,Orbit,Paperback,467,1988,1987,2022/07/14,2021/11/24,space-opera,space-opera (#3),read,"This book had plenty of interesting and original ideas and even some of the most interesting cultures I’ve ever seen in science fiction. <br/><br/>You have The Culture, which we can imagine as the ultimate end of a very liberal culture where people are free to do almost anything they please, where people pursue every pleasure imaginable and freedom reigns. Supposedly a paradise until you look at the seedy underbelly; a glorious iteration on Huxley’s “Brave New World” types of culture.<br/><br/>Then you have the Idirans: three-legged predators in keratinous armor, large and imposing, savage and religious, and surprisingly wise in certain respects. The backdrop of the book is the ongoing war between the Idirans and the Culture, in which our protagonist Horza plays a critical role.<br/><br/>The plot mostly takes place on a planet that would have been a backwater of no note, except for that one of the Culture’s great “Minds” (an enormous AI of epic proportions and capabilities) crashes and hides there. Immediately a race is on for the Idirans to try and get access to this proprietary and technology that could change the tide of the war. So that’s the premise of the plot.<br/><br/>Along the way, there are epic space battles and huge cities and space ships and epic happenings in space and on strange planets and islands. There’s a cult and there’s some really grotesque things that happen; be warned. This is a book where you kind of hang onto the edge of your seat at certain points, so I won’t give away any major plot points except to say: this isn’t your fairy tale type of ending.<br/><br/>In fact, at the end of it, I was left wondering: what was the point of any of that? There isn’t a clear side to root for, and none of the protagonists are traditional heroes.<br/><br/>I had a hard time caring too much about the main character. The changer species is interesting, but Horza just seems…there’s nothing about him that drew me to him. He seemed mostly self-interested and logical. I didn’t get a sense of much heart or many endearing qualities or seeing much of his humanity. And at the end, he dies, so…it makes me wonder what was the whole point of his story at all?<br/><br/>It certainly doesn’t seem a happy ending for him. On the other hand, I can’t really label this a “tragedy” story; it just doesn’t have the tragedic arc. It seems there is no clear story arc for the story as a whole, because the same “meh” feeling is there for the other character arcs as well.<br/><br/>I found myself mostly rooting for Yelsin and Balvada (sp?). Yelsin dies in the end and Balvada goes into hibernation for hundreds of years, just to wake up and kill herself. Ok. Again, what’s the point?<br/><br/>Reading the book description again, I think the author’s point was probably an underlying nihilistic philosophy. Nothing matters, there is no meaning in life, and he wanted to write a story to reflect that. Unfortunately, that doesn’t make for good story-telling. I have read books that had a nihilistic theme to it but were still more satisfying to read.<br/><br/>Maybe the point was more the “war is hell” theme. With those books I’m usually looking for a survival story, where I’m rooting for the heroes to survive. This starts to feel like that, but, again, in the end everyone dies, so still—not very satisfying as a war story.<br/><br/>The worldbuilding was very interesting, plot points pretty original or at least nuanced, pace was fast enough for me. So this deserves a few stars for those things alone. I did finish it. I just…yeah. Not only am I unsure what the point of the story was, I’m unsure even what themes he was trying to get across. It seems muddled.<br/><br/>It reads almost like a history in some ways, like he’s trying to show all the complexities of a “real” historical account. I think he was going for a sense of realism (albeit while being science fiction set hundreds or thousands of years in the future). He succeeded at that.<br/><br/>But, while there were many of the technical requirements of a space opera (space battles, big space ships, huge planet-changing things happening, a motley crew…), it didn’t have any of the feeling of romanticism and magic that a space opera should have in my mind.<br/><br/>In summary, I would say it’s at least an interesting read if for the reason that it’s original if nothing else. Glad I read it once; probably won’t read it again. But since this is only the first published work of Iain Banks and the cultures are intriguing, I will probably continue at some point.",,,1,0
39330183,Renegades (Renegades #1),Marissa Meyer,"Meyer, Marissa",,"=""1509876456""","=""9781509876457""",0,4.12,Macmillan Children's Books,Kindle Edition,576,2017,2017,,2023/07/30,decided-not-to-read,decided-not-to-read (#28),decided-not-to-read,,,,0,0
403695,Shakespeare's Language,Frank Kermode,"Kermode, Frank",,"=""0374527741""","=""9780374527747""",0,4.00,"Farrar, Straus and Giroux",Paperback,256,2001,2000,,2021/08/24,"literary-criticism, renaissance-history, linguistics, to-read, writing","literary-criticism (#1), renaissance-history (#1), linguistics (#4), to-read (#776), writing (#26)",to-read,,,,0,0
45869112,The Bear,Andrew Krivak,"Krivak, Andrew",,"=""1942658702""","=""9781942658702""",4,3.90,Bellevue Literary Press,Paperback,224,2020,2020,2021/07/01,2020/07/04,,,read,"""The last two were a girl and her father..."" Full stop. This is my favorite opening line that I've read in a while. It just starts with ""The last two."" That makes you stop and think, the last two of...what has happened? It's just so overwhelmingly understated, like you're coming into this after a whole world of pain and suffering has happened, and this is the final chapter.<br/><br/>Now for the full line.<br/><br/>""The last two were a girl and her father who lived on the old eastern range on the side of a mountain they called the mountain that stands alone.""<br/><br/>This sums up the style and focus of this book. It's not focused on the apocalypse, or even the post-apocalyptic period of men fighting each other. It's focused only on a girl and her father, presumably the very last humans alive on earth.<br/><br/>The wording ""girl and her father"" is intentional, as this is really more of the girl's story than her father’s, although he's a very important character. <br/><br/>It is a coming-of-age story, but not really like any that I've ever read, for one, because this story involves a large degree of physical isolation and loneliness, because the world is completely empty of a single other human being once her father dies. This is one of, if not the loneliest book I have read. It got me in touch with my feelings quick.<br/><br/>The first half of the book is essentially a different story than the second. There’s no discontinuity between the two halves or anything; chronologically yes it's one story. But the entire nature of the story completely changes halfway through when her father dies. And then the rest of the book is basically a survival story with a very important magical realism element, whereas the first half of the book is not either of those things.<br/><br/>The style of the book is very straightforward; no fancy sentences and few long words. It's a style that is hard to pull off correctly, but in my opinion this book nailed it on the head. Loved the style. It reads like a fairy tale or myth.<br/><br/>This book is so beautiful. It is a requiem for the end of humanity, for nature and its relationship with man and how nature will be here a long time after mankind leaves the scene. It's a very nature-centric book. It's a book of simply describing things beautifully. There are no morals. Things simply are. It is simply a story. It's a very quiet, almost solemn story. I felt more connected with my humanity and the earth, and I'm very glad this has been in my life.<br/><br/>It's a short read and probably different from anything else you've read. It's an easy read, in some ways quite simple, and yet somehow still has a literary, deep feel to it. It imparts a quietness to the soul that is valuable. I recommend it.",,,1,0
8907175,Understanding Kurt Vonnegut (Understanding Contemporary American Literature),William Rodney Allen,"Allen, William Rodney",,"=""1570038864""","=""9781570038860""",4,3.81,University of South Carolina Press,Paperback,192,2009,1991,,2024/02/10,"biography, writing","biography (#29), writing (#23)",read,,,,1,0
58532977,This Story Will Change: After the Happily Ever After,Elizabeth Crane,"Crane, Elizabeth",,"=""1640094784""","=""9781640094789""",0,3.67,Counterpoint,Hardcover,272,2022,2022,,2024/06/15,"to-read, memoir","to-read (#743), memoir (#9)",to-read,,,,0,0
36095488,Love in the Void: Where God Finds Us,Simone Weil,"Weil, Simone",,"=""0874868300""","=""9780874868302""",0,4.18,Plough Publishing House,Paperback,134,2018,2018,,2024/03/19,"to-read, philosophy, theology-and-spirituality","to-read (#730), philosophy (#39), theology-and-spirituality (#33)",to-read,,,,0,0
65211707,The Jinn-Bot of Shantiport,Samit Basu,"Basu, Samit",,"=""1250827515""","=""9781250827517""",0,3.57,Tor Books,Hardcover,404,2023,2023,,2024/03/01,"to-read, weird-or-wildly-original, fantasy-sf, cyberpunk","to-read (#699), weird-or-wildly-original (#26), fantasy-sf (#22), cyberpunk (#25)",to-read,,,,0,0
23513349,Milk and honey,Rupi Kaur,"Kaur, Rupi",,"=""1502784270""","=""9781502784278""",0,3.96,Createspace Independent Pub,Paperback,204,2014,2014,,2024/07/28,decided-not-to-read,decided-not-to-read (#27),decided-not-to-read,,,,0,0
16069884,"The Dreaming Void (Void, #1)",Peter F. Hamilton,"Hamilton, Peter F.",,"=""1447208560""","=""9781447208563""",0,4.18,Pan Books,Paperback,647,2012,2007,,2023/07/30,"to-read, space-opera","to-read (#775), space-opera (#28)",to-read,,,,0,0
91585863,Adoring God,Keith Knell,"Knell, Keith",,"=""1943164215""","=""9781943164219""",0,0.0,Keith Knell,Paperback,362,2018,,,2023/07/26,"to-read, theology-and-spirituality","to-read (#774), theology-and-spirituality (#34)",to-read,,,,0,0
60141403,Act of Oblivion,Robert   Harris,"Harris, Robert",,"=""006324800X""","=""9780063248007""",0,4.06,Harper,Hardcover,463,2022,2022,,2023/07/26,"to-read, enlightenment-history","to-read (#773), enlightenment-history (#7)",to-read,,,,0,0
498315,Styrbiorn the Strong (Lost Race and Adult Fantasy Series),E.R. Eddison,"Eddison, E.R.",,"=""040510975X""","=""9780405109751""",0,4.05,Ayer Co Pub,Hardcover,256,1978,1926,,2023/06/28,decided-not-to-read,decided-not-to-read (#26),decided-not-to-read,,,,0,0
1644073,From Achilles to Christ: Why Christians Should Read the Pagan Classics,Louis A. Markos,"Markos, Louis A.",,"=""0830825932""","=""9780830825936""",0,4.11,IVP Academic,Paperback,264,2007,2007,,2023/07/15,"to-read, literary-criticism","to-read (#772), literary-criticism (#6)",to-read,,,,0,0
22631789,"The Hobbit Party: The Vision of Freedom That Tolkien Got, and the West Forgot",Jonathan Witt,"Witt, Jonathan",Jay W. Richards,"=""1586178237""","=""9781586178239""",0,3.98,Ignatius Press,Hardcover,232,2014,2014,,2023/07/26,decided-not-to-read,decided-not-to-read (#25),decided-not-to-read,,,,0,0
30733,Essays,Michel de Montaigne,"Montaigne, Michel de",John Michael Cohen,"=""014017897X""","=""9780140178975""",0,4.23,Penguin,Paperback,406,1958,1580,,2023/07/16,"to-read, essays-speeches-letters, enlightenment-classics, memoir","to-read (#771), essays-speeches-letters (#9), enlightenment-classics (#42), memoir (#15)",to-read,,,,0,0
61714633,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,"Grann, David",,"=""0385534264""","=""9780385534260""",0,4.17,Doubleday,Hardcover,331,2023,2023,,2023/01/18,"to-read, survival, enlightenment-history","to-read (#770), survival (#12), enlightenment-history (#6)",to-read,,,,0,0
61214136,The Collected Regrets of Clover,Mikki Brammer,"Brammer, Mikki",,"=""1250284392""","=""9781250284396""",0,4.16,St Martin's Press,Hardcover,320,2023,2023,,2023/01/18,decided-not-to-read,decided-not-to-read (#24),decided-not-to-read,,,,0,0
1102343,"Aunt Jo's Scrap-Bag (Aunt Jo's Scrap Bag, #1)",Louisa May Alcott,"Alcott, Louisa May",,"=""0543896749""","=""9780543896742""",0,3.64,Adamant Media Corporation,Paperback,130,2000,,,2021/11/10,"modern-classics, to-read","modern-classics (#51), to-read (#769)",to-read,,,,0,0
19400,The Decline and Fall of the Roman Empire,Edward Gibbon,"Gibbon, Edward","Daniel J. Boorstin, Giovanni Battista Piranesi, Hans-Friedrich Mueller","=""""","=""""",0,4.02,Modern Library,Paperback,1312,2003,1776,,2021/10/16,"to-read, ancient-history, history-of-lit","to-read (#768), ancient-history (#10), history-of-lit (#43)",to-read,,,,0,0
1682767,Little Angels: Life as a Novice Monk in Thailand,Phra Peter Pannapadipo,"Pannapadipo, Phra Peter",,"=""""","=""9780099484486""",0,3.93,Arrow Books,Paperback,314,2001,2005,,2021/10/13,to-read,to-read (#767),to-read,,,,0,0
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765387565""","=""9780765387561""",0,4.17,Tor Books,Hardcover,448,2020,2020,,2021/10/15,decided-not-to-read,decided-not-to-read (#23),decided-not-to-read,,,,0,0
1503850,"The Meaning of Shakespeare, Volume 1",Harold Clarke Goddard,"Goddard, Harold Clarke",,"=""0226300412""","=""9780226300412""",0,4.44,University of Chicago Press,Paperback,408,1951,1951,,2021/08/24,to-read,to-read (#766),to-read,,,,0,0
199753976,Of Fathers and Fugitives,S.J. Naudé,"Naudé, S.J.",Michiel Heyns,"=""0798183969""","=""9780798183963""",0,3.61,Human & Rousseau,Paperback,195,2023,,,2024/10/04,to-read,to-read (#765),to-read,,,,0,0
205363943,Dear Dickhead,Virginie Despentes,"Despentes, Virginie",Frank Wynne,"=""0374611610""","=""9780374611613""",0,3.60,"Farrar, Straus and Giroux",Hardcover,304,2024,2022,,2024/10/04,decided-not-to-read,decided-not-to-read (#22),decided-not-to-read,,,,0,0
1356991,Understanding Prophetic People: Blessings and Problems with the Prophetic Gift,R. Loren Sandford,"Sandford, R. Loren",John Paul Jackson,"=""0800794222""","=""9780800794224""",0,4.32,Chosen Books,Paperback,236,2007,2007,,2024/09/28,to-look-into,to-look-into (#130),to-look-into,,,,0,0
50398,Northanger Abbey,Jane Austen,"Austen, Jane",Alfred Mac Adam,"=""1593082649""","=""9781593082642""",4,3.85,Barnes & Noble Classics,Paperback,260,2005,1817,2022/09/14,2021/05/24,,,read,"This is the least well-known book of Jane Austen’s, as well as the last typical of her style. But, aside from the fact that I had to adjust my expectations, I enjoyed it greatly.<br/><br/>This is a farce. It’s clearly how romances are NOT supposed to go; there are set-ups and then an unexpected curve balls that makes you laugh.<br/><br/>The heroine is obsessed with low-brow novels and wants to see horror in every detail of this ancient abbey she is exploring. She is capital-R Romantic in a very realistic world where she looks a tad ridiculous. I could see myself in her.<br/><br/>She’s also socially awkward and often doesn’t know what to do; it’s all very comedic, a fun story. And by the end, we do still get a satisfying ending typical of a Jane Austen novel.<br/><br/>There is a lot of breaking the fourth wall and talking directly to the reader. At first this jarred me, but I got used to it, especially because sometimes it was quite funny, although it wasn’t always used to comedic effect. Unfortunately, after a time it came to feel overdone for my tastes. That was the main detractor for me that caused this to drop a little in the ranks below Austen's other works.<br/><br/>Something very strange about this work is that it felt as if perhaps, just maybe, Austen was actually bending over backward to be critical of women in a way that would line up with chauvinistic values? I don't have the full context of how Austen thought, nor do I have the full benefit of understanding the culture of the Regency period in order to discern how certain comments and criticisms are meant to be taken. So take that with a grain of salt.<br/><br/>But there is still a lot here to love. The characterizations of several people, the way she subtly makes fun of everyone simply through characterizing them so well, etc. I'm very glad I read it and look forward to revisiting it throughout the years.",,,1,0
57915357,"The Nature of Drugs Vol. 1: History, Pharmacology, and Social Impact",Alexander Shulgin,"Shulgin, Alexander",Donna Torres,"=""0999547224""","=""9780999547229""",0,4.36,Transform Press,Kindle Edition,358,2021,,,2023/10/25,"to-read, my-weird-research-projects, topical-history, modern-history","to-read (#562), my-weird-research-projects (#5), topical-history (#12), modern-history (#12)",to-read,,,,0,0
56645957,The Neil Gaiman Reader: Selected Fiction,Neil Gaiman,"Gaiman, Neil",Marlon James,"=""0063031868""","=""9780063031869""",0,4.46,William Morrow Paperbacks,Paperback,752,2021,2020,,2021/10/11,to-read,to-read (#764),to-read,,,,0,0
14686,The King of Elfland's Daughter,Lord Dunsany,"Dunsany, Lord",Neil Gaiman,"=""034543191X""","=""9780345431912""",0,3.82,Del Rey,Paperback,240,1999,1924,,2021/08/30,to-read,to-read (#762),to-read,,,,0,0
12749,"Swann’s Way (In Search of Lost Time, #1)",Marcel Proust,"Proust, Marcel",Lydia Davis,"=""0142437964""","=""9780142437964""",5,4.16,Penguin Classics,Paperback,468,2004,1913,2021/05/24,2021/02/25,,,read,"Today I imagined myself having a son, say a teenager, well into his love of books, perusing my bookshelf for a new read, and idly reaching for Swann's Way. I would take an action then that I would probably not for any other book--I would stop him from reading it.<br/><br/>I would explain to him that, if he were to read it now, he would quickly grow bored with it and put it down, and perhaps as a result never return to it the rest of his life, and therefore never know an exquisite kind of joy, a pleasure completely ineffable, sublime, on a higher plane than the other pleasures of life, consuming them with its scope, because this work takes a certain pleasure, which is most like pleasure itself, a pleasure of taking certain things in our minds, such as the constructs of memory, love, consciousness, and human experience, and enjoying those pleasures themselves rather than merely the various manifestations of them.<br/><br/>(That was a Proustian sentence right there--not as elegant, but demonstrating the length. He was famous for valuing long sentences, painstakingly crafting them until they conveyed exactly what he wished, not a word more or less.)<br/><br/>I would tell my son, no, please, do not read it yet, please wait. Let the anticipation of it build itself up in your mind for years, and then, when you are ready, read it and experience what I experienced at 30, which I never could have experienced if I had read it at 15 or even 20. I want you to have that experience.<br/><br/>This book isn't for you if you get annoyed at books for not having a quick enough pace. One of the publishers that Proust submitted his manuscript turned it down, saying that his readers couldn't be bothered to read things where it takes 30 pages for the narrator to turn over in bed.<br/><br/>I find that quip humorous because it is true. This isn't a book about lots of things happening. This is a book about memory more than anything else, but also largely about love and about how we relate to experiences and people and ideas in our minds, and the differences between our conceptions of a thing or person and what that thing or person truly is.<br/><br/>I've never read anything like this. It was the most beautiful thing I have ever read. If you are a veteran reader and you haven't read this yet, you are about to encounter something powerful in its refinement, heady in its depth. Enjoy having your life changed. And if you want a recommendation of something to listen to while you read this, try the Gymnopedies and Gnossiennes by Erik Satie. He was part of the same school of piano compositions as Debussy, and his music was highly esteemed by Marcel Proust.",,,1,0
6000003,Ubik,Philip K. Dick,"Dick, Philip K.",,"=""""","=""""",3,4.11,"Doubleday & Company, Inc. (Garden City, NY)",Hardcover,202,1969,1969,2021/05/02,2020/11/14,,,read,,,,1,0
77565,"The Fall of Hyperion (Hyperion Cantos, #2)",Dan Simmons,"Simmons, Dan",,"=""0553288202""","=""9780553288209""",4,4.24,Spectra,Mass Market Paperback,517,1995,1990,2024/08/05,2024/02/21,,,read,"This is the sequel to Hyperion, but unfortunately I didn’t find that it could live up to the majesty of its predecessor. That’s not to say I didn’t enjoy it, it’s just that I can’t rave about it frothing at the mouth like I did for Hyperion.<br/><br/>The tale continues with the travelers but also we have a story in parallel about what is going on with the greater universe. We meet two of my favorite characters in this series. Meina Gladstone is the CEO of the Hegemony and a complex and fascinating character; there are some shocking revelations about her as the story goes on and in many respects I look up to her for her foresight, but it’s also not all good. She is a political leader worth studying.<br/><br/>Then there’s Joseph Severn, who is another cybrid of Keats (the character Johnny, from the first book, was also a cybrid of his). But Joseph Severn has dreams, dreams of the group of pilgrims on Hyperion that are actually reality. This turns out to be of major import to the plot, as CEO Gladstone is able to receive remote information on the happenings on Hyperion through him.<br/><br/>As expected, there are developments on the planet of Hyperion. Sol Weintraub’s daughter, Rachel, continues to age downward towards age zero, and that tension gets palpable by the end. We also learn more about the Shrike and about the identity of Monica, the mysterious woman from Colonel Kassad’s story. Likewise, the characters continue to die one by one in appalling ways.<br/><br/>And that story does have some rather satisfactory loose ends tied up by the end. It takes a while to get there, though, and there’s a lot of brooding and wondering about when the Shrike is going to turn up, and not being able to do anything about it but just worry about it. There’s lots of wandering around in storms and the group keeps getting separated. I found this story to sag in the middle but grow compelling towards the end.<br/><br/>Although even at the end, it never quite felt like absolutely everything was explained, such as the true nature of the Shrike.<br/><br/>But while that story is going, there’s a second story going on with CEO Gladstone, Joseph Severn, and the unfolding war with the Ousters. That story actually has quite the enjoyable, epic arc. It starts with utmost confidence in the war and ends in disaster of Biblical, epic scale.<br/><br/>And it turns out that that whole bit about the AI TechnoCore doing some weird stuff with a copy of Earth? And trying to invent the Ultimate Intelligence? That turns out to be pretty relevant. So I was glad to see that a lot of those things weren’t wasted. There was a point to some of those earlier stories with the original Hyperion book.<br/><br/>I felt like, once these two books are taken together, there definitely is an epic scope, there is a lot about it that is satisfying, but somehow the second book just didn’t feel as neatly wrapped up as the first. Still glad I read it, but I guess it’s hard to compare to the first book when it’s such a masterpiece.",,,1,0
202952351,Lies I Taught in Medical School: How Conventional Medicine Is Making You Sicker and What You Can Do to Save Your Own Life,Robert Lufkin,"Lufkin, Robert",,"=""1637745834""","=""9781637745830""",0,3.94,BenBella Books,Hardcover,352,2024,,,2024/09/20,to-look-into,to-look-into (#129),to-look-into,,,,0,0
57734614,In Plain Sight,Ross Coulthart,"Coulthart, Ross",,"=""1460712765""","=""9781460712764""",0,4.29,HarperCollins,Kindle Edition,471,2021,,,2024/09/20,decided-not-to-read,decided-not-to-read (#21),decided-not-to-read,,,,0,0
55399,"Gardens of the Moon (Malazan Book of the Fallen, #1)",Steven Erikson,"Erikson, Steven",,"=""0765348780""","=""9780765348784""",0,3.93,Tor Books,Mass Market Paperback,666,2005,1999,,2024/09/17,to-look-into,to-look-into (#128),to-look-into,,,,0,0
15810910,"The Thousand Names (The Shadow Campaigns, #1)",Django Wexler,"Wexler, Django",,"=""0451465105""","=""9780451465108""",0,4.04,Roc,Hardcover,513,2013,2013,,2020/07/22,"to-read, high-fantasy","to-read (#144), high-fantasy (#29)",to-read,,,,0,0
99110,"The Complete Tales and Poems of Winnie-the-Pooh (Winnie-the-Pooh, #1-4)",A.A. Milne,"Milne, A.A.",Ernest H. Shepard,"=""0525467262""","=""9780525467267""",5,4.38,Dutton Books for Young Readers,Hardcover,557,2001,1926,,2019/12/22,,,read,,,,1,0
526531,A New Pair of Glasses,Chuck C.,"C., Chuck",,"=""0916733009""","=""9780916733001""",5,4.34,"New-Look Pub. Co.,",Unknown Binding,201,1986,1984,2024/08/07,2024/07/15,,,read,"I had a spiritual experience reading this book. I was talking to my therapist and he pressed this book into my hands, saying “this book is talking about what you’re talking about.” I have no idea what I was even talking about at the time. What I do know is that later, when I took an epic 30 day trip across the country with my wife, when I was casting about for which books to bring with me, this is one of the two I ended up grabbing, in part because of how small and portable it is. <br/><br/>And so there I was in all of these beautiful places—parking our camper van for the night in Red Rock Coulee in Alberta, or a parking lot just outside Yellowstone, or on a mountainside logging road overlooking Hungry Horse Reservoir in Montana, or on Shadow Mountain looking out at the Grand Tetons in Wyoming—and each night, I would settle into my bed next to my wife and crack open this book for a few pages.<br/><br/>And a few pages is all it ever took to have a spiritual experience. Chuck C, the guy who wrote* this book, experienced profound life change when he worked the AA program. When he first came in, he was too shy to even get a sponsor—he would just sidle up next to other people that were talking after a meeting and eavesdrop to gain wisdom from them and figure out how he needed to work the steps. While I haven’t done that, I can totally relate to the embarrassment to ask someone else to “sponsor” me—asking for help never came naturally to me either.<br/><br/>He was also quite the self-centered asshole when he came into the program. He had wrecked all of his relationships with others. His wife was filing for divorce, his kids wanted nothing to do with him, his boss told him that if he ever showed his face at work again he would throw him through the window. But something beautiful happened: he realized how thoroughly he had ruined his life and everything that mattered to him. And so he adopted an attitude of realizing that he had lost his “right” to anything. He told his wife and kids, I don’t have a right to be in relationship with you. But I want to do anything I can to help repair the debt I owe you, so I just ask that if there’s ever anything I can do for you, that you will let me know so I can do it. And he told his boss, hey, I know you said you would throw me out the window for showing up again, and I know I’ve lost my job. I don’t deserve it. But I owe a debt to the company. So, if you’ll let me, I’d like to just show up and work until the debt is paid, and after that I’ll clear out my desk and leave.<br/><br/>Years later: his wife still hasn’t divorced him, his kids all love having him in their lives, and he never got around to clearing out his desk. In fact, after working at that company (which he used to constantly complain about, before recovery) for many years, he ended up buying his boss out of the business and owning it and running it for decades. When he sold the business to retire, he said every one of the guys who worked for him cried—big, tough contractors who worked with their hands—they cried.<br/><br/>Some of his stories seem impossible to believe. But I actually believe him. Because I’ve seen the transformative, regenerative power of God at work in people’s lives before. I’ve seen it enough times that I can “smell it” so to speak, when someone tells me a story like this, I can “smell” when it’s not BS—it’s the real deal. I never knew Chuck C., but I’ve gotten to see some of these other recovery stories unfold before my very eyes.<br/><br/>So anyways, he adapts this attitude of radical surrender, surrendering having any “rights” to anything. And perhaps the most remarkable part of his story, to me anyways, is how he conducted business. Instead of trying to convince people to give him business, he instead went out looking for what he could do for others. He wouldn’t make them sign any contract up front. He would just do the best work he could for them, and afterward they would ask him for a bill, and he would say to just pay him whatever they thought it was worth. Or if they insisted, he would write up a bill, but he wouldn’t charge for his own mistakes. And yet the people he did business with would pay him more than he asked for. And over time what happened is, when someone wanted his services, they wouldn’t even create a bid for it. They would just say, Chuck is getting this job. They wouldn’t even let other contractors bid against him. This pissed off his competitors, who came to him to try to learn his secret for playing the game so well…he would tell them outright how he did things. But they wouldn’t or couldn’t ever believe him. They would say, “you can’t do business this way. You’re a damn liar.”<br/><br/>But again, as crazy as his stories sound, I actually believe it. That’s not the kind of thing that people make up; he has nothing to gain by making it up. And I’ve seen crazy things like that happen.<br/><br/>So anyways, I was reading this book every night and started praying, “Higher Power…what if I lived this way? I’m scared to…but…what if?” Living life in such a way that you’re thinking always about what you can do to help other people instead of yourself. It’s a tough pill to swallow. It’s hard to let go that utterly. And honestly, I don’t even know if I can, if I have enough willingness. But I’m intrigued enough that I think I’m going to try to live this way, just a little bit, one experiment at a time. I’ve already implemented it in one area—I won’t go into the details on it, but suffice it to say…it was actually quite the liberating experience. So far the results are that this way of life is really worth it. <br/><br/>Can I really apply it as radically as Chuck C did? Maybe not. But I don’t have to worry about that. Maybe I can try it just for today.<br/><br/>I just can’t capture all of the other nuggets of wisdom packed into this little book. It’s profound, transformative if you let it be. It’s not an impressive book—it’s just a transcript of a talk he gave at an AA retreat, not really edited to make it more readable or streamlined or anything. It’s very plain. But the words are life-giving. So how can I criticize and give it anything less than five stars when it’s impacted me so deeply?<br/><br/>*Technically he didn’t “write” it; this book is a transcript of a talk he gave.",,,1,0
48588075,Exhalation,Ted Chiang,"Chiang, Ted",,"=""""","=""""",0,4.24,Night Shade Books,ebook,32,2009,,,2020/12/14,"to-read, short-stories, fantasy-sf","to-read (#215), short-stories (#4), fantasy-sf (#13)",to-read,,,,0,0
